numCommande;numBouquet;nbrBouquets;nomFleur;nbrFleurs
;;;Lys;3
317;1;1;Coquelicot;7
;;;Chrysantheme;2
;;;Tournesol;1
317;2;1;Lys;13
;;;Jasmin;1
;;;Oeillet;1
318;1;1;Chrysantheme;7
;;;Lys;1
;;;Oeillet;1
;;;Dahlia;1
319;1;1;Anemone;5
319;2;2;Crocus;11
;;;Coquelicot;4
320;1;1;Camelia;8
;;;Anemone;8
;;;Coquelicot;1
320;2;2;Mimosa;2
;;;Tulipe;3
;;;Paquerette;1
321;1;1;Tiare;18
;;;Anemone;1
;;;Dahlia;1
321;2;1;Rose;9
;;;Hortensia;1
321;3;1;Camelia;3
;;;Tournesol;10
;;;Mimosa;3
321;4;2;Crocus;3
;;;Oeillet;1
;;;Hortensia;6
;;;Glaieul;1
;;;Rose;1
322;1;1;Paquerette;13
322;2;1;Tulipe;7
;;;Crocus;2
322;3;3;Hortensia;7
;;;Rose;2
;;;Tournesol;6
;;;Crocus;1
;;;Jasmin;1
323;1;1;Crocus;8
323;2;3;Lys;1
;;;Glaieul;8
;;;Coquelicot;4
324;1;1;Chrysantheme;7
;;;Lys;5
;;;Violette;1
;;;Tiare;2
324;2;2;Oeillet;13
;;;Mimosa;1
325;1;1;Chrysantheme;15
325;2;1;Tournesol;14
;;;Lys;2
;;;Coquelicot;1
326;1;1;Camelia;4
;;;Chrysantheme;1
;;;Glaieul;3
326;2;3;Paquerette;7
327;1;1;Chrysantheme;14
;;;Dahlia;1
;;;Coquelicot;2
;;;Violette;1
327;2;2;Coquelicot;5
;;;Hortensia;9
;;;Violette;1
328;1;1;Violette;7
;;;Edelweiss;1
;;;Rose;1
328;2;1;Hortensia;4
;;;Paquerette;11
;;;Lys;1
328;3;2;Oeillet;5
;;;Tournesol;2
;;;Chrysantheme;2
329;1;1;Pivoine;1
;;;Edelweiss;15
;;;Narcisse;1
;;;Glaieul;1
;;;Lys;1
329;2;1;Rose;7
;;;Chrysantheme;8
;;;Violette;4
330;1;1;Anemone;5
;;;Violette;4
330;2;2;Mimosa;14
;;;Oeillet;5
331;1;1;Oeillet;6
;;;Tiare;7
;;;Jasmin;4
331;2;3;Coquelicot;11
;;;Chrysantheme;2
;;;Glaieul;1
;;;Pivoine;1
;;;Anemone;1
;;;Tulipe;1
332;1;1;Glaieul;5
;;;Hortensia;3
332;2;2;Rose;5
;;;Edelweiss;11
332;3;2;Edelweiss;8
332;4;2;Crocus;12
;;;Edelweiss;1
333;1;1;Crocus;3
;;;Tournesol;4
;;;Edelweiss;1
;;;Dahlia;2
;;;Mimosa;2
333;2;3;Narcisse;6
334;1;1;Violette;15
;;;Pivoine;3
334;2;3;Edelweiss;3
;;;Lys;1
;;;Chrysantheme;3
;;;Tournesol;2
335;1;1;Anemone;10
;;;Pivoine;1
;;;Narcisse;4
;;;Tulipe;1
335;2;3;Pivoine;7
;;;Rose;1
336;1;1;Dahlia;6
;;;Paquerette;3
;;;Violette;4
336;2;1;Chrysantheme;8
;;;Violette;7
336;3;2;Mimosa;2
;;;Lys;1
;;;Rose;3
337;1;1;Violette;13
;;;Chrysantheme;3
;;;Jasmin;1
;;;Mimosa;2
337;2;2;Rose;2
;;;Tulipe;1
;;;Oeillet;2
337;3;2;Narcisse;6
337;4;2;Paquerette;10
;;;Oeillet;2
;;;Rose;2
338;1;1;Coquelicot;1
;;;Crocus;14
;;;Jasmin;5
338;2;1;Lys;8
;;;Rose;6
;;;Coquelicot;2
;;;Tulipe;3
;;;Glaieul;1
338;3;3;Crocus;7
;;;Edelweiss;5
339;1;1;Dahlia;9
;;;Tiare;2
;;;Anemone;1
339;2;2;Chrysantheme;6
;;;Camelia;1
340;1;1;Jasmin;2
;;;Rose;3
;;;Violette;7
;;;Coquelicot;1
;;;Camelia;1
340;2;1;Chrysantheme;17
;;;Tulipe;1
340;3;3;Edelweiss;2
;;;Lys;4
;;;Mimosa;2
;;;Anemone;3
;;;Tournesol;1
341;1;1;Crocus;4
;;;Oeillet;3
;;;Lys;1
;;;Camelia;5
;;;Hortensia;1
342;1;1;Crocus;5
;;;Coquelicot;6
342;2;2;Mimosa;7
;;;Tulipe;1
;;;Paquerette;1
343;1;1;Oeillet;1
;;;Jasmin;5
;;;Anemone;1
343;2;3;Pivoine;5
;;;Anemone;7
;;;Coquelicot;1
;;;Edelweiss;4
;;;Dahlia;1
344;1;1;Oeillet;12
;;;Chrysantheme;4
;;;Tiare;4
344;2;3;Tiare;19
;;;Oeillet;1
345;1;1;Dahlia;4
;;;Jasmin;2
;;;Camelia;1
;;;Chrysantheme;2
;;;Tiare;1
345;2;3;Lys;18
346;1;1;Narcisse;1
;;;Oeillet;1
;;;Glaieul;3
346;2;2;Camelia;19
;;;Narcisse;1
346;3;1;Camelia;1
;;;Rose;11
;;;Lys;3
347;1;1;Violette;1
;;;Dahlia;5
;;;Paquerette;6
;;;Tiare;1
;;;Coquelicot;1
347;2;3;Dahlia;4
;;;Lys;2
348;1;1;Pivoine;7
;;;Tulipe;1
;;;Coquelicot;2
;;;Camelia;1
348;2;3;Pivoine;4
;;;Lys;3
;;;Hortensia;1
349;1;1;Rose;15
;;;Chrysantheme;5
349;2;2;Hortensia;15
;;;Tournesol;4
349;3;1;Mimosa;4
;;;Tournesol;7
;;;Paquerette;1
349;4;3;Dahlia;6
;;;Paquerette;1
;;;Jasmin;2
350;1;1;Coquelicot;2
;;;Camelia;2
;;;Crocus;1
350;2;1;Hortensia;3
;;;Coquelicot;1
;;;Paquerette;1
350;3;3;Paquerette;1
;;;Crocus;5
350;4;2;Mimosa;5
;;;Narcisse;2
;;;Dahlia;2
351;1;1;Anemone;1
;;;Tournesol;3
;;;Chrysantheme;3
;;;Violette;3
;;;Hortensia;3
352;1;1;Coquelicot;4
;;;Narcisse;4
;;;Dahlia;3
352;2;1;Mimosa;2
;;;Violette;5
;;;Dahlia;8
;;;Anemone;1
;;;Hortensia;1
;;;Oeillet;1
352;3;1;Chrysantheme;5
;;;Dahlia;3
;;;Camelia;7
;;;Anemone;1
;;;Tiare;1
353;1;1;Tulipe;5
;;;Lys;1
;;;Crocus;5
;;;Dahlia;5
353;2;2;Crocus;4
;;;Lys;2
;;;Pivoine;2
;;;Tulipe;3
354;1;1;Paquerette;4
;;;Tournesol;3
;;;Tiare;4
;;;Hortensia;1
354;2;1;Chrysantheme;1
;;;Glaieul;2
;;;Hortensia;1
;;;Tournesol;7
354;3;4;Pivoine;4
;;;Coquelicot;1
;;;Chrysantheme;2
;;;Anemone;1
;;;Mimosa;2
;;;Glaieul;1
355;1;1;Tournesol;6
355;2;3;Glaieul;5
;;;Tulipe;11
;;;Jasmin;1
;;;Anemone;1
356;1;1;Violette;14
;;;Glaieul;3
357;1;1;Lys;14
;;;Tournesol;1
;;;Crocus;1
;;;Glaieul;2
;;;Violette;2
358;1;1;Anemone;7
;;;Hortensia;8
;;;Mimosa;1
;;;Pivoine;3
358;2;6;Coquelicot;5
;;;Dahlia;9
359;1;1;Pivoine;4
;;;Mimosa;5
;;;Glaieul;2
;;;Lys;4
359;2;1;Jasmin;3
;;;Tulipe;6
;;;Narcisse;2
;;;Oeillet;1
;;;Coquelicot;1
359;3;3;Jasmin;1
;;;Edelweiss;1
;;;Dahlia;1
;;;Crocus;1
;;;Camelia;2
359;4;2;Dahlia;5
;;;Oeillet;4
;;;Crocus;4
;;;Tiare;5
;;;Coquelicot;1
360;1;1;Chrysantheme;3
;;;Paquerette;6
360;2;2;Coquelicot;9
361;1;1;Paquerette;7
;;;Lys;8
;;;Tournesol;1
;;;Hortensia;2
361;2;2;Violette;1
;;;Oeillet;1
;;;Glaieul;1
;;;Tulipe;4
;;;Tiare;9
;;;Pivoine;1
362;1;1;Tournesol;1
;;;Pivoine;2
;;;Tulipe;4
;;;Lys;3
;;;Paquerette;2
;;;Rose;3
;;;Coquelicot;1
362;2;4;Jasmin;4
;;;Tulipe;1
363;1;1;Tulipe;3
;;;Glaieul;1
;;;Mimosa;1
364;1;1;Camelia;5
;;;Rose;1
364;2;1;Mimosa;10
;;;Camelia;2
;;;Tournesol;2
;;;Pivoine;1
;;;Rose;1
;;;Coquelicot;1
364;3;3;Tournesol;7
;;;Anemone;3
;;;Glaieul;1
365;1;1;Oeillet;13
365;2;6;Tournesol;4
;;;Anemone;1
;;;Rose;2
;;;Crocus;6
;;;Tulipe;1
366;1;1;Dahlia;4
;;;Glaieul;1
;;;Camelia;5
366;2;2;Lys;1
;;;Chrysantheme;1
;;;Tulipe;1
;;;Glaieul;3
;;;Jasmin;1
366;3;3;Tulipe;2
;;;Coquelicot;2
;;;Paquerette;2
;;;Tiare;3
367;1;1;Chrysantheme;5
;;;Mimosa;6
;;;Narcisse;3
;;;Violette;1
367;2;1;Dahlia;12
;;;Paquerette;5
;;;Hortensia;1
;;;Lys;1
367;3;2;Lys;2
;;;Jasmin;7
;;;Narcisse;2
;;;Paquerette;1
;;;Camelia;1
368;1;1;Paquerette;8
;;;Lys;5
;;;Anemone;2
;;;Crocus;1
368;2;1;Dahlia;2
;;;Coquelicot;2
;;;Tulipe;1
368;3;2;Glaieul;11
;;;Dahlia;3
369;1;1;Narcisse;11
;;;Pivoine;1
;;;Lys;1
;;;Dahlia;3
;;;Coquelicot;1
;;;Tulipe;2
369;2;1;Narcisse;2
;;;Paquerette;5
;;;Edelweiss;6
370;1;1;Jasmin;3
;;;Glaieul;8
;;;Lys;1
;;;Hortensia;2
;;;Edelweiss;1
;;;Coquelicot;1
370;2;2;Paquerette;11
;;;Glaieul;1
;;;Jasmin;2
;;;Mimosa;1
370;3;4;Crocus;14
;;;Tulipe;2
;;;Violette;1
371;1;1;Pivoine;4
;;;Camelia;4
;;;Rose;2
;;;Anemone;1
371;2;2;Edelweiss;1
;;;Pivoine;3
;;;Narcisse;2
372;1;1;Coquelicot;14
372;2;2;Glaieul;8
;;;Tournesol;3
;;;Violette;5
;;;Paquerette;1
373;1;1;Anemone;2
;;;Edelweiss;3
;;;Tulipe;1
373;2;1;Lys;2
;;;Paquerette;4
;;;Anemone;1
;;;Mimosa;1
;;;Tiare;1
374;1;1;Tournesol;13
;;;Oeillet;2
;;;Tulipe;2
374;2;2;Jasmin;5
;;;Lys;6
;;;Hortensia;1
;;;Chrysantheme;4
375;1;1;Rose;1
;;;Narcisse;2
;;;Anemone;4
375;2;1;Narcisse;19
;;;Hortensia;1
375;3;3;Tulipe;4
;;;Chrysantheme;1
;;;Anemone;1
375;4;2;Crocus;6
;;;Chrysantheme;3
376;1;1;Hortensia;6
;;;Tulipe;3
;;;Dahlia;1
;;;Jasmin;1
376;2;1;Crocus;15
;;;Oeillet;4
376;3;3;Oeillet;19
;;;Tiare;1
377;1;1;Dahlia;10
;;;Rose;3
;;;Anemone;1
;;;Coquelicot;1
377;2;3;Lys;6
;;;Tournesol;11
;;;Mimosa;1
;;;Tiare;1
;;;Rose;1
378;1;1;Tournesol;8
;;;Narcisse;4
;;;Glaieul;2
378;2;4;Anemone;4
;;;Tulipe;5
;;;Narcisse;5
;;;Paquerette;1
378;3;2;Tiare;9
;;;Tournesol;3
;;;Rose;8
379;1;1;Chrysantheme;7
;;;Glaieul;4
;;;Edelweiss;1
380;1;1;Coquelicot;6
;;;Paquerette;5
;;;Crocus;2
380;2;6;Oeillet;9
;;;Glaieul;2
381;1;1;Tulipe;10
;;;Coquelicot;1
;;;Pivoine;1
;;;Tournesol;4
;;;Mimosa;1
381;2;3;Dahlia;7
;;;Rose;4
;;;Camelia;2
;;;Coquelicot;1
;;;Mimosa;3
;;;Tulipe;1
;;;Anemone;1
381;3;1;Tiare;6
;;;Violette;3
382;1;1;Pivoine;1
;;;Tulipe;1
;;;Dahlia;1
;;;Edelweiss;4
;;;Lys;1
382;2;5;Chrysantheme;5
;;;Tiare;4
;;;Crocus;1
383;1;1;Jasmin;13
;;;Coquelicot;1
;;;Paquerette;2
383;2;4;Pivoine;1
;;;Lys;3
;;;Tiare;2
;;;Camelia;3
383;3;2;Chrysantheme;4
;;;Anemone;1
384;1;1;Pivoine;9
;;;Narcisse;6
;;;Tiare;1
;;;Camelia;1
384;2;4;Glaieul;4
;;;Camelia;3
;;;Jasmin;2
385;1;1;Coquelicot;2
;;;Jasmin;6
;;;Violette;3
;;;Oeillet;2
;;;Narcisse;1
385;2;1;Anemone;1
;;;Edelweiss;4
;;;Tulipe;1
385;3;2;Edelweiss;5
385;4;2;Lys;4
;;;Tulipe;1
386;1;1;Glaieul;16
;;;Camelia;1
386;2;2;Edelweiss;10
;;;Jasmin;3
;;;Oeillet;1
387;1;1;Pivoine;5
;;;Hortensia;2
;;;Tournesol;1
;;;Coquelicot;8
;;;Anemone;2
;;;Edelweiss;1
387;2;3;Jasmin;3
;;;Chrysantheme;3
;;;Tiare;4
;;;Anemone;1
387;3;1;Pivoine;12
;;;Hortensia;5
387;4;2;Pivoine;8
;;;Camelia;11
388;1;1;Dahlia;12
;;;Anemone;1
;;;Chrysantheme;3
388;2;2;Violette;5
;;;Dahlia;4
389;1;1;Tiare;4
;;;Rose;1
;;;Violette;1
;;;Coquelicot;1
389;2;1;Rose;7
;;;Glaieul;3
;;;Lys;1
;;;Tournesol;1
389;3;5;Mimosa;10
;;;Rose;3
390;1;1;Crocus;7
390;2;1;Coquelicot;7
;;;Violette;3
;;;Tiare;1
390;3;1;Chrysantheme;13
;;;Crocus;1
;;;Pivoine;1
390;4;3;Chrysantheme;3
;;;Rose;5
;;;Edelweiss;2
;;;Tiare;1
391;1;1;Edelweiss;7
;;;Anemone;1
391;2;2;Tiare;1
;;;Glaieul;12
;;;Lys;5
;;;Camelia;2
392;1;1;Tournesol;1
;;;Pivoine;3
;;;Glaieul;1
392;2;3;Coquelicot;6
;;;Violette;7
;;;Camelia;5
393;1;1;Tiare;2
;;;Narcisse;3
;;;Tournesol;3
;;;Pivoine;5
;;;Coquelicot;1
393;2;1;Lys;12
;;;Hortensia;7
;;;Oeillet;1
393;3;3;Chrysantheme;12
;;;Dahlia;3
;;;Lys;1
394;1;1;Mimosa;4
;;;Hortensia;3
;;;Pivoine;6
;;;Dahlia;1
;;;Tiare;1
394;2;1;Paquerette;5
;;;Dahlia;1
394;3;1;Paquerette;2
;;;Tournesol;9
;;;Violette;5
;;;Tiare;1
;;;Mimosa;1
395;1;1;Edelweiss;4
;;;Narcisse;5
;;;Pivoine;6
;;;Chrysantheme;5
395;2;1;Dahlia;18
;;;Tulipe;1
;;;Chrysantheme;1
395;3;3;Coquelicot;7
396;1;1;Rose;12
;;;Paquerette;3
;;;Mimosa;2
;;;Coquelicot;1
396;2;1;Coquelicot;10
;;;Violette;1
;;;Rose;2
;;;Anemone;1
396;3;1;Crocus;4
;;;Narcisse;2
;;;Coquelicot;5
396;4;4;Pivoine;4
;;;Violette;10
397;1;1;Tournesol;6
;;;Mimosa;4
;;;Tulipe;1
397;2;5;Glaieul;12
;;;Lys;1
;;;Tiare;1
398;1;1;Edelweiss;4
;;;Narcisse;1
398;2;1;Oeillet;6
;;;Dahlia;5
;;;Hortensia;9
399;1;1;Tulipe;5
;;;Lys;2
;;;Anemone;1
399;2;2;Coquelicot;8
;;;Hortensia;4
399;3;1;Glaieul;3
;;;Jasmin;5
;;;Hortensia;3
;;;Edelweiss;1
;;;Camelia;2
399;4;1;Pivoine;1
;;;Coquelicot;8
399;5;2;Lys;6
;;;Chrysantheme;7
;;;Narcisse;1
400;1;1;Glaieul;4
;;;Camelia;8
;;;Paquerette;5
;;;Oeillet;1
400;2;2;Dahlia;5
;;;Chrysantheme;5
;;;Pivoine;2
;;;Tournesol;2
;;;Mimosa;1
;;;Hortensia;1
400;3;3;Paquerette;2
;;;Chrysantheme;3
401;1;1;Coquelicot;5
;;;Pivoine;6
;;;Camelia;4
401;2;1;Tournesol;2
;;;Lys;13
;;;Jasmin;1
;;;Mimosa;1
401;3;1;Camelia;2
;;;Narcisse;5
;;;Tulipe;1
401;4;1;Jasmin;11
;;;Chrysantheme;7
402;1;1;Glaieul;9
;;;Rose;1
;;;Oeillet;1
402;2;1;Coquelicot;15
;;;Chrysantheme;1
;;;Narcisse;1
402;3;3;Violette;4
;;;Mimosa;1
403;1;1;Jasmin;4
;;;Paquerette;2
403;2;2;Paquerette;3
;;;Pivoine;1
;;;Tiare;1
404;1;1;Jasmin;4
;;;Glaieul;13
;;;Camelia;1
404;2;1;Tulipe;4
;;;Tiare;8
;;;Glaieul;4
;;;Oeillet;1
404;3;5;Chrysantheme;4
;;;Violette;1
;;;Tiare;2
;;;Lys;3
405;1;1;Tournesol;18
;;;Violette;1
405;2;2;Hortensia;8
;;;Crocus;2
406;1;1;Chrysantheme;12
;;;Anemone;2
;;;Mimosa;2
;;;Narcisse;1
406;2;5;Paquerette;5
;;;Edelweiss;1
;;;Crocus;1
;;;Rose;1
407;1;1;Hortensia;7
;;;Tiare;1
;;;Anemone;3
;;;Jasmin;1
407;2;2;Violette;10
;;;Mimosa;1
;;;Tiare;1
;;;Coquelicot;2
;;;Tournesol;1
408;1;1;Rose;9
;;;Oeillet;1
;;;Glaieul;4
408;2;1;Oeillet;17
;;;Camelia;1
408;3;2;Camelia;2
;;;Dahlia;4
409;1;1;Lys;12
;;;Crocus;7
409;2;2;Coquelicot;9
410;1;1;Edelweiss;9
;;;Hortensia;1
410;2;2;Hortensia;4
;;;Coquelicot;1
410;3;1;Hortensia;16
410;4;1;Tiare;1
;;;Chrysantheme;17
410;5;2;Camelia;6
;;;Chrysantheme;2
411;1;1;Tiare;2
;;;Coquelicot;1
;;;Edelweiss;12
;;;Violette;1
411;2;3;Pivoine;5
;;;Tiare;2
;;;Dahlia;3
;;;Narcisse;3
411;3;1;Anemone;12
;;;Crocus;1
;;;Jasmin;4
411;4;1;Edelweiss;2
;;;Paquerette;3
;;;Rose;10
412;1;1;Edelweiss;4
;;;Paquerette;1
;;;Anemone;1
412;2;1;Mimosa;2
;;;Rose;5
;;;Hortensia;1
412;3;1;Anemone;14
;;;Lys;6
412;4;1;Dahlia;5
;;;Coquelicot;2
;;;Anemone;1
;;;Paquerette;1
412;5;1;Tulipe;4
;;;Tournesol;3
413;1;1;Oeillet;2
;;;Crocus;17
413;2;1;Crocus;19
;;;Paquerette;1
413;3;2;Edelweiss;8
;;;Violette;2
;;;Anemone;1
;;;Oeillet;1
413;4;1;Hortensia;5
413;5;2;Violette;10
;;;Edelweiss;2
;;;Chrysantheme;3
414;1;1;Jasmin;13
;;;Dahlia;5
414;2;5;Hortensia;7
;;;Anemone;10
415;1;1;Hortensia;5
415;2;5;Chrysantheme;3
;;;Crocus;14
;;;Anemone;1
;;;Violette;1
416;1;1;Pivoine;1
;;;Tournesol;3
;;;Rose;8
416;2;2;Camelia;6
417;1;1;Jasmin;11
;;;Oeillet;1
417;2;5;Tulipe;5
418;1;1;Glaieul;1
;;;Edelweiss;2
;;;Hortensia;2
418;2;2;Glaieul;16
419;1;1;Tiare;6
;;;Anemone;2
;;;Jasmin;1
;;;Mimosa;3
;;;Hortensia;4
419;2;1;Lys;1
;;;Paquerette;2
;;;Tulipe;2
;;;Chrysantheme;1
419;3;2;Edelweiss;5
;;;Pivoine;10
;;;Mimosa;1
420;1;1;Rose;7
;;;Mimosa;1
420;2;2;Tournesol;9
;;;Pivoine;4
;;;Jasmin;1
421;1;1;Crocus;5
;;;Coquelicot;2
;;;Tournesol;1
421;2;4;Anemone;16
;;;Dahlia;1
422;1;1;Tournesol;4
;;;Chrysantheme;6
;;;Tulipe;8
;;;Oeillet;1
;;;Edelweiss;1
422;2;5;Chrysantheme;12
;;;Narcisse;3
423;1;1;Camelia;4
;;;Chrysantheme;1
423;2;1;Tulipe;4
;;;Rose;1
;;;Dahlia;1
;;;Tournesol;1
423;3;1;Lys;11
;;;Tiare;1
;;;Tournesol;6
423;4;1;Violette;4
;;;Paquerette;1
423;5;3;Tulipe;5
;;;Crocus;6
424;1;1;Violette;4
;;;Pivoine;5
;;;Tulipe;1
424;2;1;Lys;5
;;;Crocus;1
;;;Tournesol;1
;;;Tulipe;1
;;;Violette;1
424;3;3;Narcisse;9
;;;Paquerette;1
;;;Tournesol;2
;;;Lys;2
;;;Chrysantheme;1
425;1;1;Hortensia;9
;;;Paquerette;1
425;2;2;Glaieul;11
;;;Mimosa;1
;;;Jasmin;4
;;;Dahlia;1
426;1;1;Chrysantheme;3
;;;Paquerette;2
;;;Oeillet;1
;;;Glaieul;3
;;;Dahlia;2
426;2;4;Hortensia;2
;;;Lys;5
;;;Dahlia;2
427;1;1;Tournesol;7
428;1;1;Violette;6
;;;Jasmin;1
;;;Edelweiss;1
428;2;3;Violette;2
;;;Narcisse;4
;;;Chrysantheme;7
;;;Dahlia;1
429;1;1;Camelia;16
;;;Paquerette;2
429;2;3;Tournesol;17
;;;Tulipe;1
429;3;2;Edelweiss;7
;;;Crocus;1
430;1;1;Lys;14
;;;Oeillet;1
;;;Tiare;3
430;2;2;Crocus;7
;;;Coquelicot;2
431;1;1;Mimosa;5
431;2;3;Oeillet;7
;;;Anemone;3
;;;Tulipe;1
431;3;2;Violette;4
;;;Oeillet;4
;;;Dahlia;1
432;1;1;Chrysantheme;12
;;;Tulipe;4
;;;Violette;2
;;;Tournesol;1
;;;Dahlia;1
432;2;5;Coquelicot;1
;;;Camelia;14
;;;Edelweiss;1
433;1;1;Edelweiss;3
;;;Tiare;7
;;;Tulipe;1
;;;Dahlia;1
433;2;3;Anemone;2
;;;Tournesol;1
;;;Hortensia;4
;;;Edelweiss;2
434;1;1;Lys;15
;;;Mimosa;1
;;;Oeillet;1
;;;Anemone;2
;;;Tiare;1
434;2;3;Oeillet;9
;;;Edelweiss;9
435;1;1;Lys;13
;;;Coquelicot;1
435;2;2;Glaieul;1
;;;Tulipe;10
;;;Jasmin;1
;;;Tournesol;1
;;;Chrysantheme;1
;;;Rose;1
;;;Tiare;1
436;1;1;Camelia;9
436;2;1;Hortensia;7
436;3;2;Hortensia;8
;;;Paquerette;2
;;;Jasmin;6
;;;Coquelicot;2
437;1;1;Narcisse;3
;;;Edelweiss;8
437;2;1;Camelia;16
;;;Chrysantheme;2
437;3;4;Tournesol;4
;;;Dahlia;1
;;;Anemone;2
438;1;1;Mimosa;6
;;;Chrysantheme;3
439;1;1;Lys;1
;;;Mimosa;1
;;;Jasmin;6
;;;Oeillet;1
439;2;2;Tournesol;3
;;;Crocus;2
;;;Dahlia;1
440;1;1;Hortensia;12
;;;Lys;2
440;2;3;Coquelicot;10
;;;Hortensia;6
;;;Anemone;3
440;3;2;Oeillet;14
441;1;1;Tournesol;18
;;;Hortensia;1
441;2;1;Tulipe;2
;;;Dahlia;12
;;;Jasmin;1
;;;Mimosa;1
;;;Rose;1
441;3;3;Hortensia;2
;;;Tulipe;1
;;;Jasmin;1
;;;Mimosa;3
442;1;1;Paquerette;12
;;;Violette;5
;;;Edelweiss;2
442;2;2;Chrysantheme;2
;;;Jasmin;4
;;;Mimosa;4
;;;Narcisse;5
442;3;2;Glaieul;13
;;;Mimosa;4
443;1;1;Edelweiss;8
;;;Violette;3
;;;Jasmin;1
;;;Tulipe;1
;;;Oeillet;1
444;1;1;Pivoine;9
;;;Dahlia;1
;;;Paquerette;2
;;;Tiare;4
;;;Rose;1
444;2;2;Oeillet;6
;;;Coquelicot;2
;;;Camelia;1
;;;Jasmin;1
;;;Edelweiss;1
445;1;1;Camelia;11
445;2;1;Narcisse;9
;;;Tournesol;2
;;;Glaieul;4
445;3;2;Mimosa;16
;;;Paquerette;1
;;;Coquelicot;1
;;;Oeillet;1
445;4;3;Tiare;2
;;;Tulipe;5
446;1;1;Tournesol;5
;;;Rose;3
446;2;6;Mimosa;16
;;;Lys;1
;;;Paquerette;1
;;;Rose;2
447;1;1;Oeillet;14
;;;Edelweiss;3
;;;Narcisse;1
;;;Violette;1
447;2;2;Violette;4
;;;Glaieul;1
;;;Paquerette;3
;;;Edelweiss;3
447;3;2;Edelweiss;3
;;;Paquerette;5
;;;Chrysantheme;1
;;;Mimosa;4
;;;Dahlia;4
;;;Narcisse;1
448;1;1;Jasmin;6
;;;Glaieul;7
;;;Paquerette;1
;;;Chrysantheme;1
;;;Hortensia;2
448;2;1;Anemone;3
;;;Tulipe;3
;;;Coquelicot;2
;;;Dahlia;1
448;3;5;Anemone;5
;;;Tiare;2
449;1;1;Oeillet;8
;;;Chrysantheme;10
;;;Mimosa;1
449;2;2;Camelia;11
;;;Tiare;2
;;;Jasmin;2
;;;Mimosa;1
450;1;1;Violette;6
;;;Mimosa;1
;;;Tulipe;1
451;1;1;Anemone;2
;;;Chrysantheme;3
;;;Hortensia;1
451;2;2;Chrysantheme;9
452;1;1;Rose;2
;;;Jasmin;7
;;;Lys;4
;;;Tulipe;2
;;;Edelweiss;1
;;;Pivoine;2
453;1;1;Pivoine;10
;;;Edelweiss;6
;;;Tulipe;1
;;;Rose;1
453;2;1;Tournesol;6
;;;Lys;4
;;;Anemone;3
453;3;1;Edelweiss;5
;;;Dahlia;10
;;;Paquerette;3
;;;Narcisse;1
453;4;1;Jasmin;13
;;;Paquerette;5
;;;Dahlia;2
453;5;2;Chrysantheme;15
;;;Violette;1
454;1;1;Coquelicot;14
;;;Tournesol;1
;;;Oeillet;2
;;;Crocus;2
454;2;2;Tulipe;6
;;;Coquelicot;1
;;;Lys;2
;;;Crocus;3
;;;Glaieul;1
454;3;3;Rose;8
;;;Tulipe;2
455;1;1;Pivoine;5
;;;Hortensia;5
455;2;3;Hortensia;6
;;;Coquelicot;3
;;;Rose;1
;;;Jasmin;1
455;3;3;Tiare;4
;;;Glaieul;1
456;1;1;Jasmin;6
;;;Violette;2
;;;Tournesol;1
;;;Pivoine;5
;;;Hortensia;1
;;;Tulipe;1
456;2;6;Jasmin;16
;;;Mimosa;1
;;;Tournesol;1
;;;Edelweiss;1
457;1;1;Paquerette;2
;;;Narcisse;3
;;;Coquelicot;1
457;2;3;Paquerette;16
;;;Lys;1
457;3;3;Camelia;4
;;;Hortensia;11
458;1;1;Tournesol;3
;;;Crocus;4
;;;Anemone;2
458;2;2;Paquerette;14
;;;Dahlia;1
;;;Glaieul;3
;;;Tournesol;1
458;3;3;Rose;2
;;;Oeillet;2
;;;Pivoine;9
;;;Glaieul;1
;;;Paquerette;1
459;1;1;Jasmin;1
;;;Camelia;2
;;;Paquerette;1
;;;Dahlia;1
;;;Chrysantheme;1
;;;Mimosa;1
459;2;6;Crocus;7
;;;Rose;7
;;;Mimosa;1
;;;Oeillet;1
;;;Dahlia;1
460;1;1;Violette;2
;;;Anemone;1
;;;Tiare;4
460;2;1;Edelweiss;1
;;;Pivoine;1
;;;Anemone;5
;;;Hortensia;1
;;;Chrysantheme;1
;;;Violette;2
461;1;1;Oeillet;2
;;;Lys;14
;;;Edelweiss;1
;;;Glaieul;1
461;2;4;Pivoine;2
;;;Coquelicot;7
;;;Crocus;4
461;3;1;Paquerette;1
;;;Oeillet;9
462;1;1;Oeillet;7
;;;Coquelicot;2
;;;Tournesol;3
;;;Rose;4
;;;Dahlia;3
462;2;2;Violette;1
;;;Mimosa;1
;;;Crocus;4
;;;Tiare;1
;;;Chrysantheme;3
;;;Edelweiss;2
463;1;1;Edelweiss;1
;;;Glaieul;2
;;;Oeillet;4
463;2;1;Tulipe;3
;;;Crocus;6
;;;Mimosa;1
;;;Anemone;1
463;3;1;Oeillet;1
;;;Hortensia;15
463;4;2;Jasmin;7
;;;Crocus;9
;;;Hortensia;1
464;1;1;Lys;2
;;;Dahlia;8
;;;Oeillet;9
;;;Tiare;1
465;1;1;Chrysantheme;1
;;;Mimosa;1
;;;Pivoine;12
;;;Camelia;1
466;1;1;Narcisse;2
;;;Pivoine;1
;;;Jasmin;3
;;;Tournesol;1
466;2;1;Camelia;18
466;3;5;Oeillet;1
