dateAchat;numSIREN;nomFleur;nbrFleurs;prixAchatUnitaire
17/10/2024;482519367;Tulipe;4;0.47
17/10/2024;503827451;Chrysantheme;4;0.27
17/10/2024;842619375;Crocus;6;0.49
07/10/2024;482519367;Dahlia;10;1.06
07/10/2024;269481735;Rose;4;0.2
07/10/2024;275381649;Anemone;1;1.14
07/10/2024;842619375;Coquelicot;1;0.16
07/10/2024;346198275;Lys;6;1.03
07/10/2024;503827451;Tournesol;11;0.3
07/10/2024;842619375;Mimosa;1;0.99
07/10/2024;672849135;Tiare;1;0.85
25/10/2024;651982473;Tournesol;11;0.38
25/10/2024;482519367;Narcisse;9;0.68
25/10/2024;269481735;Glaieul;2;0.43
25/10/2024;482519367;Anemone;4;1.54
25/10/2024;275381649;Tulipe;5;0.41
25/10/2024;346198275;Paquerette;1;0.45
25/10/2024;275381649;Tiare;9;1.66
25/10/2024;842619375;Rose;8;0.72
18/10/2024;503827451;Chrysantheme;7;0.16
18/10/2024;275381649;Glaieul;4;0.47
18/10/2024;482519367;Edelweiss;1;0.63
10/10/2024;842619375;Coquelicot;6;0.12
10/10/2024;269481735;Paquerette;5;0.43
10/10/2024;482519367;Crocus;2;0.4
10/10/2024;482519367;Oeillet;9;0.66
10/10/2024;346198275;Glaieul;2;0.65
22/10/2024;275381649;Pivoine;1;0.18
22/10/2024;482519367;Tulipe;1;0.43
22/10/2024;651982473;Dahlia;1;0.19
22/10/2024;672849135;Edelweiss;4;1.77
22/10/2024;482519367;Lys;1;1.09
22/10/2024;482519367;Chrysantheme;5;0.32
22/10/2024;269481735;Tiare;4;0.44
22/10/2024;651982473;Crocus;1;0.14
31/10/2024;482519367;Jasmin;13;1.97
31/10/2024;672849135;Coquelicot;17;0.45
31/10/2024;269481735;Paquerette;5;0.24
31/10/2024;503827451;Pivoine;5;0.93
31/10/2024;842619375;Lys;3;1.08
31/10/2024;275381649;Tiare;2;1.2
31/10/2024;346198275;Camelia;3;0.46
31/10/2024;651982473;Chrysantheme;4;0.27
31/10/2024;269481735;Anemone;2;1.65
31/10/2024;482519367;Rose;14;0.1
31/10/2024;651982473;Mimosa;2;0.77
31/10/2024;482519367;Violette;11;0.3
31/10/2024;346198275;Crocus;4;0.19
31/10/2024;275381649;Narcisse;2;0.95
16/10/2024;503827451;Pivoine;9;2.18
16/10/2024;275381649;Narcisse;6;0.85
16/10/2024;275381649;Tiare;1;0.73
16/10/2024;482519367;Camelia;4;0.4
16/10/2024;269481735;Glaieul;4;0.66
16/10/2024;482519367;Jasmin;2;0.55
23/10/2024;482519367;Coquelicot;2;0.25
23/10/2024;269481735;Jasmin;6;2.43
23/10/2024;503827451;Violette;3;0.27
23/10/2024;269481735;Oeillet;2;0.4
23/10/2024;275381649;Narcisse;1;0.27
23/10/2024;842619375;Anemone;1;1.52
23/10/2024;672849135;Edelweiss;9;3.46
23/10/2024;275381649;Tulipe;2;0.74
23/10/2024;269481735;Lys;4;0.55
04/11/2024;269481735;Glaieul;19;0.35
04/11/2024;346198275;Camelia;1;1.19
04/11/2024;269481735;Edelweiss;10;1.29
04/11/2024;482519367;Jasmin;3;0.34
04/11/2024;346198275;Oeillet;1;0.46
04/11/2024;482519367;Tiare;4;0.64
04/11/2024;269481735;Rose;11;0.2
04/11/2024;346198275;Violette;1;0.1
04/11/2024;503827451;Coquelicot;1;0.4
04/11/2024;482519367;Lys;1;1.19
04/11/2024;269481735;Tournesol;1;0.22
04/11/2024;482519367;Mimosa;10;1.68
24/10/2024;346198275;Pivoine;25;2.12
24/10/2024;275381649;Hortensia;7;1.61
24/10/2024;842619375;Tournesol;1;0.28
24/10/2024;503827451;Coquelicot;8;0.12
24/10/2024;346198275;Anemone;3;1.7
24/10/2024;672849135;Edelweiss;1;2.65
24/10/2024;275381649;Jasmin;3;0.17
24/10/2024;275381649;Chrysantheme;3;0.38
24/10/2024;482519367;Tiare;4;1.55
24/10/2024;672849135;Camelia;11;2.47
29/10/2024;651982473;Dahlia;16;1.39
29/10/2024;269481735;Anemone;1;0.12
29/10/2024;672849135;Chrysantheme;3;0.85
29/10/2024;842619375;Violette;5;0.44
08/11/2024;275381649;Crocus;8;0.34
08/11/2024;842619375;Coquelicot;7;0.28
08/11/2024;503827451;Violette;3;0.3
08/11/2024;651982473;Tiare;2;0.98
08/11/2024;346198275;Chrysantheme;16;0.47
08/11/2024;842619375;Pivoine;1;2.08
08/11/2024;672849135;Rose;5;0.64
08/11/2024;269481735;Edelweiss;2;1.94
06/11/2024;482519367;Edelweiss;7;1.64
06/11/2024;346198275;Anemone;1;1.19
06/11/2024;346198275;Tiare;4;1.28
06/11/2024;482519367;Glaieul;24;0.43
06/11/2024;346198275;Lys;19;1.38
06/11/2024;346198275;Camelia;2;0.37
06/11/2024;842619375;Narcisse;3;1.01
06/11/2024;346198275;Tournesol;9;0.89
06/11/2024;346198275;Pivoine;5;1.73
06/11/2024;269481735;Coquelicot;1;0.45
06/11/2024;651982473;Hortensia;7;0.82
06/11/2024;346198275;Oeillet;1;0.45
06/11/2024;503827451;Chrysantheme;12;0.16
06/11/2024;482519367;Dahlia;3;0.5
06/11/2024;651982473;Mimosa;4;2.39
06/11/2024;651982473;Tulipe;1;0.36
30/10/2024;482519367;Tournesol;1;0.85
30/10/2024;275381649;Pivoine;3;0.47
30/10/2024;346198275;Glaieul;1;0.33
30/10/2024;651982473;Coquelicot;6;0.24
30/10/2024;346198275;Violette;7;0.19
30/10/2024;672849135;Camelia;5;1.52
12/11/2024;672849135;Mimosa;5;0.8
12/11/2024;275381649;Hortensia;3;2.96
12/11/2024;503827451;Pivoine;6;0.39
12/11/2024;269481735;Dahlia;2;0.88
12/11/2024;503827451;Tiare;2;1.17
12/11/2024;275381649;Paquerette;7;0.18
12/11/2024;651982473;Tournesol;9;0.67
12/11/2024;269481735;Violette;5;0.1
21/11/2024;842619375;Edelweiss;4;2.05
21/11/2024;503827451;Narcisse;5;0.39
21/11/2024;842619375;Pivoine;6;1.99
21/11/2024;672849135;Chrysantheme;6;0.9
21/11/2024;482519367;Dahlia;18;1.47
21/11/2024;269481735;Tulipe;1;0.72
21/11/2024;482519367;Coquelicot;7;0.15
15/11/2024;346198275;Edelweiss;4;0.97
15/11/2024;346198275;Narcisse;1;1.01
15/11/2024;275381649;Oeillet;6;0.22
15/11/2024;842619375;Dahlia;5;0.24
15/11/2024;482519367;Hortensia;17;0.74
15/11/2024;503827451;Tournesol;18;0.54
15/11/2024;503827451;Violette;1;0.39
15/11/2024;346198275;Crocus;2;0.24
22/11/2024;482519367;Tulipe;5;0.17
22/11/2024;842619375;Lys;8;0.3
22/11/2024;503827451;Anemone;1;0.86
22/11/2024;275381649;Coquelicot;16;0.33
22/11/2024;651982473;Hortensia;7;0.41
22/11/2024;482519367;Glaieul;3;0.11
22/11/2024;346198275;Jasmin;5;0.16
22/11/2024;503827451;Edelweiss;1;1.3
22/11/2024;503827451;Camelia;2;1.04
22/11/2024;275381649;Pivoine;1;1.29
22/11/2024;275381649;Chrysantheme;7;0.57
22/11/2024;651982473;Narcisse;1;0.57
14/11/2024;346198275;Glaieul;4;1.0
14/11/2024;651982473;Camelia;8;1.03
14/11/2024;503827451;Paquerette;7;0.29
14/11/2024;672849135;Oeillet;1;0.23
14/11/2024;842619375;Dahlia;5;0.97
14/11/2024;269481735;Chrysantheme;8;0.51
14/11/2024;346198275;Pivoine;2;1.49
14/11/2024;269481735;Tournesol;2;0.46
14/11/2024;346198275;Mimosa;1;0.53
14/11/2024;482519367;Hortensia;1;1.2
05/11/2024;672849135;Coquelicot;5;0.41
05/11/2024;275381649;Pivoine;6;0.48
05/11/2024;842619375;Camelia;6;1.04
05/11/2024;503827451;Tournesol;2;0.6
05/11/2024;672849135;Lys;13;0.73
05/11/2024;482519367;Jasmin;12;0.95
05/11/2024;269481735;Mimosa;1;2.48
05/11/2024;269481735;Narcisse;5;1.25
05/11/2024;503827451;Tulipe;1;0.4
05/11/2024;275381649;Chrysantheme;7;0.29
26/11/2024;672849135;Glaieul;9;0.28
26/11/2024;651982473;Rose;1;0.81
26/11/2024;269481735;Oeillet;1;0.72
26/11/2024;842619375;Coquelicot;15;0.15
26/11/2024;346198275;Chrysantheme;1;0.89
26/11/2024;672849135;Narcisse;1;0.35
26/11/2024;842619375;Violette;4;0.48
26/11/2024;651982473;Mimosa;1;0.15
25/11/2024;503827451;Jasmin;8;1.21
25/11/2024;269481735;Paquerette;5;0.48
25/11/2024;842619375;Pivoine;1;1.8
25/11/2024;346198275;Tiare;11;2.3
25/11/2024;346198275;Glaieul;17;0.71
25/11/2024;346198275;Camelia;1;0.51
25/11/2024;269481735;Tulipe;4;0.4
25/11/2024;651982473;Oeillet;1;0.63
25/11/2024;672849135;Chrysantheme;4;0.23
25/11/2024;503827451;Violette;1;0.31
25/11/2024;346198275;Lys;3;1.28
29/11/2024;842619375;Chrysantheme;37;0.25
29/11/2024;482519367;Anemone;26;0.4
29/11/2024;346198275;Mimosa;2;0.97
29/11/2024;672849135;Narcisse;4;1.2
29/11/2024;269481735;Paquerette;9;0.66
29/11/2024;275381649;Edelweiss;36;1.24
29/11/2024;482519367;Crocus;52;0.26
29/11/2024;482519367;Rose;19;0.32
29/11/2024;672849135;Hortensia;40;0.46
29/11/2024;672849135;Coquelicot;2;0.43
29/11/2024;269481735;Tiare;5;0.44
29/11/2024;651982473;Camelia;12;1.6
29/11/2024;275381649;Violette;14;0.37
29/11/2024;275381649;Pivoine;6;0.59
29/11/2024;842619375;Dahlia;8;0.42
29/11/2024;482519367;Jasmin;28;2.29
29/11/2024;672849135;Oeillet;4;0.68
29/11/2024;346198275;Tournesol;3;0.72
29/11/2024;503827451;Tulipe;5;0.67
29/11/2024;269481735;Glaieul;17;0.69
28/11/2024;482519367;Hortensia;7;0.83
28/11/2024;842619375;Tiare;2;1.31
28/11/2024;482519367;Anemone;3;0.83
28/11/2024;672849135;Jasmin;1;0.9
28/11/2024;672849135;Violette;10;0.32
28/11/2024;503827451;Mimosa;1;2.09
28/11/2024;269481735;Coquelicot;11;0.18
28/11/2024;672849135;Tournesol;1;0.58
28/11/2024;651982473;Rose;9;0.49
28/11/2024;346198275;Oeillet;18;0.12
28/11/2024;346198275;Glaieul;4;0.74
28/11/2024;672849135;Camelia;3;0.43
28/11/2024;482519367;Dahlia;4;1.31
28/11/2024;503827451;Lys;12;1.07
28/11/2024;651982473;Crocus;7;0.3
27/11/2024;275381649;Edelweiss;4;0.75
27/11/2024;651982473;Paquerette;2;0.71
27/11/2024;672849135;Anemone;16;1.72
27/11/2024;482519367;Mimosa;2;1.5
27/11/2024;503827451;Rose;5;0.49
27/11/2024;503827451;Hortensia;1;1.29
27/11/2024;672849135;Lys;6;1.42
27/11/2024;672849135;Dahlia;5;1.04
27/11/2024;275381649;Coquelicot;2;0.43
27/11/2024;503827451;Tulipe;4;0.6
27/11/2024;651982473;Tournesol;3;0.79
19/06/2025;842619375;Tiare;6;0.46
19/06/2025;269481735;Anemone;20;0.14
19/06/2025;672849135;Jasmin;5;1.53
19/06/2025;482519367;Mimosa;5;2.08
19/06/2025;842619375;Hortensia;13;2.03
19/06/2025;842619375;Lys;1;1.34
19/06/2025;482519367;Paquerette;3;0.31
19/06/2025;503827451;Tulipe;2;0.63
19/06/2025;482519367;Chrysantheme;3;0.18
19/06/2025;503827451;Edelweiss;13;2.43
19/06/2025;482519367;Pivoine;10;1.72
19/06/2025;482519367;Crocus;5;0.27
19/06/2025;482519367;Coquelicot;2;0.15
19/06/2025;503827451;Tournesol;12;0.92
19/06/2025;651982473;Dahlia;3;1.1
19/06/2025;842619375;Glaieul;11;0.18
19/06/2025;346198275;Narcisse;3;0.93
19/06/2025;672849135;Camelia;16;1.68
24/06/2025;842619375;Rose;8;0.12
24/06/2025;346198275;Mimosa;6;1.71
24/06/2025;651982473;Tournesol;27;0.57
24/06/2025;842619375;Pivoine;4;1.54
24/06/2025;346198275;Jasmin;2;1.88
24/06/2025;346198275;Camelia;16;2.36
24/06/2025;346198275;Paquerette;2;0.1
24/06/2025;275381649;Tulipe;12;0.54
24/06/2025;503827451;Edelweiss;7;1.14
24/06/2025;842619375;Crocus;8;0.24
24/06/2025;346198275;Lys;27;0.47
24/06/2025;503827451;Oeillet;12;0.35
24/06/2025;346198275;Tiare;4;0.77
24/06/2025;269481735;Coquelicot;3;0.2
24/06/2025;269481735;Anemone;3;0.26
24/06/2025;346198275;Violette;4;0.43
24/06/2025;269481735;Dahlia;1;1.41
24/06/2025;275381649;Glaieul;1;0.6
24/06/2025;482519367;Chrysantheme;1;0.71
13/06/2025;275381649;Tournesol;4;0.52
13/06/2025;275381649;Chrysantheme;18;0.16
13/06/2025;503827451;Tulipe;8;0.47
13/06/2025;346198275;Oeillet;1;0.69
13/06/2025;346198275;Edelweiss;1;0.72
13/06/2025;842619375;Narcisse;3;0.17
17/06/2025;503827451;Camelia;4;1.25
17/06/2025;842619375;Chrysantheme;1;0.12
17/06/2025;269481735;Tulipe;9;0.63
17/06/2025;672849135;Rose;1;0.71
17/06/2025;842619375;Dahlia;1;1.31
17/06/2025;346198275;Tournesol;7;0.73
17/06/2025;269481735;Lys;11;0.79
17/06/2025;672849135;Tiare;1;2.38
17/06/2025;269481735;Violette;4;0.48
17/06/2025;842619375;Paquerette;1;0.34
17/06/2025;269481735;Crocus;6;0.31
11/06/2025;269481735;Violette;5;0.13
11/06/2025;346198275;Pivoine;5;0.92
11/06/2025;275381649;Tulipe;2;0.75
11/06/2025;672849135;Lys;7;0.7
11/06/2025;346198275;Crocus;1;0.1
11/06/2025;269481735;Tournesol;3;0.49
11/06/2025;672849135;Narcisse;9;0.62
11/06/2025;275381649;Paquerette;1;0.44
11/06/2025;503827451;Chrysantheme;1;0.38
20/06/2025;503827451;Chrysantheme;15;0.86
20/06/2025;842619375;Paquerette;2;0.35
20/06/2025;503827451;Oeillet;1;0.48
20/06/2025;503827451;Glaieul;3;0.77
20/06/2025;503827451;Dahlia;6;0.5
20/06/2025;346198275;Hortensia;6;0.57
20/06/2025;275381649;Lys;5;1.16
20/06/2025;672849135;Tulipe;5;0.31
20/06/2025;503827451;Violette;2;0.35
20/06/2025;651982473;Tournesol;2;0.53
20/06/2025;482519367;Coquelicot;1;0.34
20/06/2025;842619375;Camelia;14;1.99
20/06/2025;269481735;Edelweiss;6;1.73
20/06/2025;269481735;Tiare;7;2.56
20/06/2025;842619375;Anemone;2;1.07
16/06/2025;275381649;Violette;8;0.32
16/06/2025;672849135;Jasmin;1;2.13
16/06/2025;672849135;Edelweiss;1;2.6
16/06/2025;269481735;Narcisse;4;0.22
16/06/2025;346198275;Chrysantheme;7;0.2
16/06/2025;269481735;Dahlia;1;0.43
23/06/2025;503827451;Lys;15;0.15
23/06/2025;842619375;Mimosa;1;0.34
23/06/2025;346198275;Oeillet;10;0.46
23/06/2025;651982473;Anemone;2;0.67
23/06/2025;275381649;Tiare;1;0.97
23/06/2025;842619375;Edelweiss;9;2.8
30/06/2025;269481735;Camelia;20;1.88
30/06/2025;269481735;Hortensia;15;1.23
30/06/2025;842619375;Paquerette;3;0.37
30/06/2025;482519367;Jasmin;6;1.29
30/06/2025;651982473;Coquelicot;3;0.49
30/06/2025;503827451;Narcisse;9;0.58
30/06/2025;842619375;Tournesol;2;0.77
30/06/2025;842619375;Glaieul;4;0.8
30/06/2025;651982473;Mimosa;16;1.18
30/06/2025;503827451;Oeillet;1;0.26
30/06/2025;651982473;Tiare;2;0.97
30/06/2025;482519367;Tulipe;5;0.12
03/07/2025;275381649;Mimosa;8;1.9
03/07/2025;672849135;Chrysantheme;3;0.84
03/07/2025;275381649;Lys;1;1.36
03/07/2025;269481735;Jasmin;7;1.13
03/07/2025;346198275;Oeillet;2;0.41
03/07/2025;482519367;Tournesol;3;0.8
03/07/2025;269481735;Crocus;2;0.35
03/07/2025;651982473;Dahlia;1;1.09
03/07/2025;269481735;Edelweiss;8;1.76
03/07/2025;482519367;Violette;9;0.28
03/07/2025;275381649;Tulipe;2;0.46
11/07/2025;651982473;Hortensia;18;0.58
11/07/2025;482519367;Lys;2;0.47
11/07/2025;672849135;Coquelicot;10;0.31
11/07/2025;503827451;Anemone;3;0.39
11/07/2025;842619375;Oeillet;23;0.32
11/07/2025;503827451;Chrysantheme;11;0.63
11/07/2025;482519367;Mimosa;4;1.26
11/07/2025;269481735;Camelia;13;2.93
11/07/2025;482519367;Tiare;2;2.86
11/07/2025;482519367;Jasmin;3;1.26
11/07/2025;651982473;Paquerette;1;0.58
11/07/2025;672849135;Dahlia;2;0.62
11/07/2025;346198275;Crocus;7;0.12
11/07/2025;503827451;Rose;7;0.8
26/06/2025;672849135;Tournesol;18;0.52
26/06/2025;269481735;Hortensia;3;1.09
26/06/2025;651982473;Tulipe;3;0.14
26/06/2025;672849135;Dahlia;12;0.86
26/06/2025;269481735;Jasmin;2;1.72
26/06/2025;672849135;Mimosa;4;0.27
26/06/2025;503827451;Rose;1;0.51
08/07/2025;672849135;Paquerette;12;0.47
08/07/2025;842619375;Violette;5;0.18
08/07/2025;672849135;Edelweiss;2;1.19
08/07/2025;842619375;Chrysantheme;2;0.19
08/07/2025;672849135;Jasmin;4;0.97
08/07/2025;842619375;Mimosa;8;2.13
08/07/2025;651982473;Narcisse;5;0.87
08/07/2025;275381649;Glaieul;13;0.96
04/07/2025;842619375;Pivoine;11;1.3
04/07/2025;346198275;Dahlia;2;0.47
04/07/2025;346198275;Paquerette;3;0.28
04/07/2025;651982473;Tiare;6;0.84
04/07/2025;842619375;Rose;3;0.45
04/07/2025;672849135;Oeillet;6;0.62
04/07/2025;346198275;Coquelicot;4;0.15
04/07/2025;672849135;Camelia;1;1.25
04/07/2025;503827451;Jasmin;14;2.46
04/07/2025;482519367;Edelweiss;2;1.61
04/07/2025;651982473;Glaieul;7;0.15
04/07/2025;346198275;Chrysantheme;13;0.47
04/07/2025;346198275;Hortensia;3;2.42
04/07/2025;346198275;Anemone;10;0.28
04/07/2025;842619375;Tulipe;5;0.25
04/07/2025;842619375;Lys;4;0.18
10/07/2025;346198275;Tournesol;8;0.62
10/07/2025;503827451;Rose;9;0.1
10/07/2025;651982473;Mimosa;17;1.0
10/07/2025;503827451;Lys;1;0.15
10/07/2025;672849135;Paquerette;1;0.65
10/07/2025;672849135;Oeillet;7;0.45
10/07/2025;651982473;Coquelicot;2;0.32
10/07/2025;503827451;Dahlia;3;0.57
10/07/2025;269481735;Violette;1;0.38
10/07/2025;269481735;Crocus;4;0.22
10/07/2025;269481735;Tiare;1;2.9
10/07/2025;651982473;Chrysantheme;3;0.58
10/07/2025;651982473;Edelweiss;2;0.98
02/07/2025;346198275;Oeillet;14;0.56
02/07/2025;269481735;Edelweiss;9;2.85
02/07/2025;503827451;Narcisse;2;0.99
02/07/2025;651982473;Violette;5;0.2
02/07/2025;651982473;Glaieul;1;0.54
02/07/2025;503827451;Paquerette;8;0.55
02/07/2025;269481735;Chrysantheme;1;0.69
02/07/2025;346198275;Mimosa;4;1.98
02/07/2025;269481735;Dahlia;4;0.43
09/07/2025;482519367;Pivoine;12;0.24
09/07/2025;503827451;Edelweiss;12;2.38
09/07/2025;672849135;Tulipe;1;0.59
09/07/2025;651982473;Rose;1;0.47
09/07/2025;672849135;Tournesol;6;0.27
09/07/2025;672849135;Lys;18;0.61
09/07/2025;842619375;Anemone;3;0.14
09/07/2025;503827451;Dahlia;12;1.22
09/07/2025;275381649;Paquerette;9;0.23
09/07/2025;672849135;Narcisse;1;0.13
09/07/2025;269481735;Jasmin;13;1.09
09/07/2025;672849135;Chrysantheme;15;0.18
09/07/2025;269481735;Violette;1;0.39
09/07/2025;482519367;Oeillet;11;0.49
09/07/2025;269481735;Glaieul;1;0.24
09/07/2025;346198275;Coquelicot;7;0.25
09/07/2025;275381649;Crocus;4;0.35
21/07/2025;482519367;Coquelicot;15;0.4
21/07/2025;672849135;Tournesol;1;0.73
21/07/2025;672849135;Oeillet;2;0.63
21/07/2025;503827451;Crocus;5;0.35
21/07/2025;269481735;Tulipe;8;0.27
21/07/2025;275381649;Lys;2;0.94
21/07/2025;346198275;Glaieul;1;0.65
21/07/2025;842619375;Rose;8;0.98
17/07/2025;672849135;Pivoine;5;2.06
17/07/2025;269481735;Hortensia;18;1.07
17/07/2025;651982473;Coquelicot;3;0.12
17/07/2025;482519367;Rose;2;0.92
17/07/2025;503827451;Jasmin;1;2.01
17/07/2025;672849135;Tiare;4;0.5
17/07/2025;346198275;Glaieul;1;0.34
17/07/2025;346198275;Tournesol;4;0.34
17/07/2025;482519367;Mimosa;10;1.58
17/07/2025;482519367;Edelweiss;13;1.18
17/07/2025;842619375;Chrysantheme;2;0.25
17/07/2025;672849135;Camelia;9;2.63
17/07/2025;482519367;Oeillet;6;0.45
22/07/2025;482519367;Jasmin;22;1.28
22/07/2025;269481735;Violette;19;0.32
22/07/2025;672849135;Tournesol;7;0.71
22/07/2025;503827451;Pivoine;14;1.42
22/07/2025;482519367;Hortensia;1;3.98
22/07/2025;275381649;Tulipe;12;0.46
22/07/2025;503827451;Mimosa;14;1.24
22/07/2025;346198275;Edelweiss;14;0.87
22/07/2025;275381649;Crocus;6;0.36
22/07/2025;269481735;Anemone;2;1.39
22/07/2025;651982473;Paquerette;17;0.33
22/07/2025;482519367;Dahlia;5;0.31
22/07/2025;346198275;Glaieul;7;0.68
22/07/2025;269481735;Rose;2;0.24
22/07/2025;346198275;Oeillet;3;0.6
22/07/2025;482519367;Camelia;12;2.12
22/07/2025;672849135;Lys;4;1.18
22/07/2025;651982473;Tiare;12;2.75
22/07/2025;346198275;Coquelicot;21;0.4
22/07/2025;275381649;Chrysantheme;3;0.76
22/07/2025;275381649;Narcisse;5;1.15
23/07/2025;269481735;Paquerette;18;0.2
23/07/2025;651982473;Narcisse;6;0.31
23/07/2025;842619375;Coquelicot;1;0.48
23/07/2025;269481735;Lys;1;0.12
23/07/2025;482519367;Camelia;17;2.64
23/07/2025;346198275;Hortensia;19;3.1
23/07/2025;275381649;Violette;5;0.39
23/07/2025;269481735;Anemone;9;1.67
23/07/2025;651982473;Tiare;19;1.18
23/07/2025;503827451;Edelweiss;1;2.89
23/07/2025;503827451;Pivoine;1;0.75
23/07/2025;651982473;Chrysantheme;17;0.32
23/07/2025;275381649;Tournesol;5;0.76
23/07/2025;275381649;Jasmin;15;0.68
23/07/2025;275381649;Mimosa;6;2.39
23/07/2025;672849135;Rose;3;0.64
23/07/2025;672849135;Dahlia;16;1.13
23/07/2025;672849135;Tulipe;4;0.74
23/07/2025;346198275;Crocus;23;0.5
28/07/2025;651982473;Edelweiss;1;1.55
28/07/2025;672849135;Glaieul;2;0.67
28/07/2025;672849135;Oeillet;5;0.25
28/07/2025;503827451;Tulipe;3;0.52
28/07/2025;275381649;Crocus;34;0.38
28/07/2025;503827451;Mimosa;7;1.61
28/07/2025;651982473;Anemone;18;1.11
28/07/2025;842619375;Hortensia;16;0.35
28/07/2025;346198275;Jasmin;7;1.84
28/07/2025;482519367;Coquelicot;17;0.25
28/07/2025;842619375;Paquerette;4;0.36
28/07/2025;269481735;Chrysantheme;2;0.47
28/07/2025;269481735;Tiare;2;2.08
28/07/2025;275381649;Dahlia;1;0.6
28/07/2025;482519367;Pivoine;2;0.46
28/07/2025;842619375;Tournesol;1;0.17
24/07/2025;346198275;Lys;2;1.34
24/07/2025;503827451;Dahlia;8;0.78
24/07/2025;503827451;Oeillet;9;0.26
24/07/2025;503827451;Tiare;1;0.3
31/07/2025;842619375;Chrysantheme;20;0.75
31/07/2025;275381649;Mimosa;32;1.48
31/07/2025;482519367;Pivoine;46;1.35
31/07/2025;672849135;Camelia;16;0.42
31/07/2025;672849135;Tulipe;42;0.61
31/07/2025;672849135;Paquerette;34;0.26
31/07/2025;346198275;Dahlia;9;1.19
31/07/2025;503827451;Lys;24;0.38
31/07/2025;503827451;Oeillet;40;0.4
31/07/2025;275381649;Narcisse;24;0.53
31/07/2025;346198275;Rose;61;0.4
31/07/2025;672849135;Jasmin;27;2.38
31/07/2025;651982473;Tournesol;20;0.72
31/07/2025;672849135;Coquelicot;38;0.12
31/07/2025;275381649;Glaieul;24;0.91
31/07/2025;346198275;Tiare;24;2.42
31/07/2025;651982473;Hortensia;39;1.19
31/07/2025;842619375;Anemone;18;0.88
31/07/2025;269481735;Crocus;38;0.32
31/07/2025;503827451;Edelweiss;27;1.54
31/07/2025;346198275;Violette;3;0.36
18/07/2025;651982473;Narcisse;10;0.33
18/07/2025;482519367;Pivoine;9;1.38
18/07/2025;651982473;Jasmin;12;1.48
18/07/2025;269481735;Tournesol;4;0.3
18/07/2025;842619375;Camelia;18;1.44
18/07/2025;269481735;Oeillet;9;0.22
18/07/2025;503827451;Rose;2;1.0
18/07/2025;503827451;Hortensia;16;2.2
18/07/2025;269481735;Coquelicot;18;0.12
18/07/2025;503827451;Mimosa;16;1.08
18/07/2025;503827451;Dahlia;6;1.12
18/07/2025;275381649;Paquerette;6;0.21
18/07/2025;672849135;Violette;4;0.21
18/07/2025;275381649;Tulipe;9;0.25
18/07/2025;651982473;Crocus;1;0.14
18/07/2025;672849135;Anemone;1;0.1
18/07/2025;842619375;Chrysantheme;1;0.83
18/07/2025;346198275;Glaieul;2;0.93
18/07/2025;842619375;Lys;3;0.82
30/07/2025;842619375;Narcisse;11;0.18
30/07/2025;269481735;Dahlia;16;0.51
30/07/2025;482519367;Rose;9;0.49
30/07/2025;651982473;Tiare;5;0.7
30/07/2025;672849135;Camelia;6;0.88
30/07/2025;672849135;Glaieul;2;0.67
30/07/2025;503827451;Paquerette;3;0.4
30/07/2025;503827451;Edelweiss;1;3.34
30/07/2025;651982473;Pivoine;2;0.57
30/07/2025;346198275;Chrysantheme;3;0.37
30/07/2025;651982473;Lys;1;0.31
15/07/2025;482519367;Hortensia;13;1.04
15/07/2025;346198275;Tournesol;1;0.57
15/07/2025;346198275;Narcisse;3;1.07
15/07/2025;503827451;Tulipe;2;0.52
15/07/2025;482519367;Camelia;1;2.89
15/07/2025;842619375;Rose;6;0.34
15/07/2025;275381649;Glaieul;2;0.2
15/07/2025;672849135;Coquelicot;3;0.43
15/07/2025;346198275;Pivoine;3;1.32
25/07/2025;503827451;Narcisse;4;1.18
25/07/2025;672849135;Mimosa;9;2.07
25/07/2025;346198275;Dahlia;3;1.49
29/07/2025;269481735;Edelweiss;4;2.62
29/07/2025;275381649;Violette;1;0.1
29/07/2025;275381649;Camelia;1;1.27
29/07/2025;503827451;Rose;4;0.96
29/07/2025;269481735;Anemone;1;1.69
29/07/2025;503827451;Glaieul;16;0.59
29/07/2025;482519367;Tulipe;4;0.42
29/07/2025;503827451;Paquerette;2;0.49
29/07/2025;482519367;Pivoine;2;0.24
29/07/2025;275381649;Narcisse;1;0.97
29/07/2025;275381649;Jasmin;2;0.45
29/07/2025;482519367;Lys;3;0.38
29/07/2025;275381649;Chrysantheme;5;0.6
29/07/2025;503827451;Mimosa;6;2.03
